1312	2	1535
847	2	1523
281	2	1525
1065	3	1554
910	5	1606
346	2	1516
1023	6	1511
1037	1	1504
787	5	1603
846	0	1593
1033	1	1504
694	6	1509
856	7	1547
1191	7	1548
65	1	1504
1053	1	1500
990	4	1557
485	3	1554
900	7	1548
186	0	1582
683	7	1548
994	5	1603
546	3	1551
1407	5	1605
1321	6	1507
636	1	1500
379	0	1573
892	0	1567
1403	5	1605
136	4	1557
1038	2	1543
542	7	1547
606	4	1557
572	7	1546
62	2	1527
1351	6	1511
809	1	1503
738	2	1513
777	5	1605
489	1	1504
1372	7	1548
212	1	1500
1220	3	1554
486	3	1551
1159	7	1548
672	0	1582
86	1	1500
1276	7	1547
1015	4	1557
1426	2	1524
1044	4	1557
1297	2	1517
814	1	1503
329	2	1521
475	2	1528
671	3	1551
431	7	1548
905	3	1551
421	4	1555
1221	2	1536
1122	7	1548
495	1	1504
1251	2	1531
160	7	1548
89	3	1551
92	7	1548
1497	5	1603
720	4	1557
153	0	1573
708	7	1548
1225	4	1556
480	1	1504
160	1	1503
815	5	1603
153	4	1558
406	2	1540
227	2	1523
1360	3	1553
866	5	1603
29	6	1507
296	1	1500
923	5	1605
1050	5	1606
896	4	1557
32	0	1565
154	7	1549
442	6	1509
104	7	1548
459	0	1569
1015	0	1567
994	7	1549
1286	5	1605
1171	2	1517
1193	4	1556
448	7	1548
271	0	1582
1135	3	1551
984	5	1604
796	4	1557
1092	1	1500
1031	5	1603
572	6	1508
1124	0	1570
657	1	1504
1125	2	1516
957	0	1582
357	2	1513
942	6	1511
631	2	1519
927	4	1557
1316	2	1525
1140	2	1537
659	6	1507
1474	7	1548
1351	7	1546
45	4	1558
1178	1	1504
435	5	1606
1015	6	1511
331	1	1504
410	5	1603
1007	4	1557
1351	3	1551
1108	7	1548
1070	6	1511
660	7	1548
273	7	1548
1149	3	1551
851	3	1554
192	0	1570
482	7	1547
248	1	1504
787	7	1549
1028	4	1561
1280	6	1507
287	6	1511
1478	5	1603
1480	5	1599
408	7	1548
1032	6	1511
174	7	1548
484	4	1561
25	0	1596
377	7	1548
937	2	1514
972	1	1504
611	3	1551
1262	5	1605
1177	2	1523
370	6	1507
609	6	1511
1332	1	1500
927	5	1605
726	0	1582
1278	0	1597
793	5	1605
861	3	1553
1492	7	1547
48	0	1595
55	6	1507
308	1	1504
969	1	1503
672	4	1557
1319	4	1557
603	0	1582
1118	2	1537
556	6	1511
117	2	1521
333	3	1551
346	4	1557
1258	0	1597
131	0	1582
318	7	1548
1258	6	1507
339	4	1555
748	6	1507
1084	6	1507
1410	6	1507
1155	3	1551
226	4	1555
1164	1	1504
779	5	1603
1325	2	1537
813	6	1509
471	7	1548
1054	0	1596
94	3	1551
1389	1	1500
409	0	1595
60	5	1600
714	0	1582
830	1	1504
1273	0	1582
386	2	1512
1359	6	1509
976	4	1557
787	0	1597
830	6	1509
468	6	1507
1235	3	1553
595	2	1536
918	1	1504
489	2	1540
1120	2	1531
1086	7	1548
1375	1	1500
440	7	1548
360	6	1507
617	7	1548
1062	3	1550
403	4	1557
297	3	1551
345	2	1523
1477	4	1558
1111	1	1500
980	3	1554
1342	0	1582
1488	2	1522
426	5	1606
928	3	1553
1269	4	1560
1377	1	1504
162	4	1558
111	2	1527
148	4	1557
1462	5	1603
378	7	1548
92	3	1553
870	4	1561
825	2	1543
1272	7	1548
1328	3	1554
1187	1	1504
898	6	1509
640	7	1548
1329	7	1548
1377	3	1551
145	6	1508
1066	6	1508
418	6	1507
908	6	1509
428	6	1507
295	2	1531
1470	0	1593
676	1	1500
1127	2	1532
1012	0	1582
1205	3	1554
669	4	1559
1371	3	1551
113	3	1550
920	2	1525
678	6	1507
1147	0	1595
1057	6	1507
1323	6	1508
441	7	1548
658	5	1603
674	4	1557
131	4	1557
1365	2	1526
146	4	1555
778	2	1545
281	1	1502
55	2	1536
465	2	1528
697	2	1521
1102	0	1582
604	1	1503
333	0	1582
254	1	1500
345	6	1511
1112	5	1605
1035	4	1557
58	4	1558
1104	7	1549
511	0	1579
385	7	1548
862	6	1511
182	2	1526
1042	6	1511
703	5	1603
1486	6	1508
590	5	1605
140	7	1548
658	3	1554
897	5	1603
1049	2	1516
170	1	1500
124	4	1558
444	6	1508
560	4	1558
361	0	1595
910	7	1548
461	3	1553
467	5	1605
760	3	1554
1429	2	1537
22	7	1546
534	5	1605
1093	1	1500
678	2	1516
1160	3	1554
351	4	1561
1454	4	1555
1025	3	1551
1027	2	1522
725	5	1603
413	4	1558
173	5	1603
31	5	1605
339	2	1543
419	0	1569
982	7	1548
28	6	1507
1036	7	1547
851	0	1582
590	3	1551
687	0	1562
182	3	1551
298	7	1546
1260	6	1509
425	4	1560
316	4	1560
1283	1	1500
906	2	1525
1209	3	1553
953	1	1503
1062	7	1548
772	7	1548
418	0	1595
654	2	1537
532	6	1510
116	6	1510
835	1	1500
995	4	1557
17	7	1549
1019	1	1502
1300	2	1537
760	0	1582
835	0	1582
1474	3	1553
260	4	1558
1200	0	1582
198	2	1521
122	2	1512
1004	1	1504
470	2	1540
1332	4	1561
218	2	1540
89	0	1565
1399	4	1558
1031	4	1557
904	3	1554
165	1	1500
820	6	1507
662	3	1551
1162	7	1549
1481	6	1507
1452	4	1558
515	4	1555
905	1	1500
715	0	1570
263	5	1603
83	5	1603
1214	2	1528
284	4	1559
286	0	1582
1412	4	1555
854	4	1558
1006	0	1582
157	2	1512
848	5	1603
1017	6	1511
1443	0	1597
1413	4	1558
1014	4	1557
1147	6	1507
959	0	1582
918	0	1579
244	0	1582
1461	0	1596
932	0	1582
577	4	1555
1313	7	1548
596	4	1557
472	7	1547
950	1	1500
723	2	1526
668	3	1553
1095	6	1511
1090	7	1548
131	5	1605
262	3	1553
430	2	1543
1261	5	1605
927	0	1582
1435	2	1520
6	5	1604
1232	6	1509
861	5	1605
572	3	1551
929	0	1565
95	4	1558
959	3	1551
601	6	1507
9	6	1509
490	3	1552
50	6	1505
983	0	1582
1313	2	1540
1298	3	1551
508	4	1558
738	5	1603
123	7	1546
49	4	1555
549	6	1511
9	3	1552
249	6	1508
1022	6	1508
763	6	1507
934	3	1554
446	5	1606
1269	1	1504
33	6	1507
837	4	1560
130	3	1554
528	7	1546
801	7	1547
331	6	1511
234	6	1509
125	0	1573
977	2	1525
851	1	1500
1229	5	1606
928	0	1582
1214	7	1547
1295	7	1548
799	7	1549
1496	5	1603
552	5	1603
967	6	1509
771	2	1545
997	2	1535
736	3	1554
1453	7	1549
908	7	1548
212	7	1549
166	1	1500
172	2	1531
1065	7	1549
102	4	1558
853	3	1551
1481	2	1537
95	5	1603
927	3	1553
521	0	1582
1043	5	1606
132	7	1548
333	2	1523
330	4	1555
1450	7	1549
511	7	1546
1030	7	1547
894	2	1543
218	5	1603
143	6	1508
531	6	1509
886	1	1503
1230	4	1559
138	1	1500
1438	0	1562
810	5	1604
70	3	1553
232	7	1547
406	6	1511
1429	6	1508
570	4	1558
411	2	1536
1398	7	1548
1283	4	1561
423	2	1521
580	4	1555
136	2	1537
209	7	1548
1441	3	1552
467	0	1582
9	0	1582
523	6	1509
638	1	1504
766	3	1552
106	0	1573
768	2	1521
520	6	1509
216	6	1511
506	3	1551
269	6	1507
291	1	1500
1076	7	1548
1494	7	1546
129	3	1551
982	6	1510
1099	1	1500
1338	1	1501
348	7	1548
547	4	1558
1291	7	1548
331	3	1551
492	4	1557
1395	3	1554
269	0	1582
555	2	1514
62	0	1565
617	6	1509
686	6	1508
1260	5	1606
502	5	1603
1383	0	1582
999	7	1547
1078	1	1500
335	0	1595
1096	1	1504
631	4	1557
104	5	1603
388	5	1605
246	3	1553
33	7	1548
1297	5	1605
1496	0	1572
223	0	1582
924	1	1503
1345	3	1551
349	0	1582
808	5	1603
1047	3	1553
1027	4	1561
151	6	1509
834	5	1604
904	5	1603
1234	3	1554
1298	5	1603
928	1	1504
559	3	1554
561	1	1502
205	4	1558
448	1	1500
1129	4	1557
949	6	1509
483	0	1597
925	6	1509
632	7	1548
349	1	1504
560	0	1597
1451	6	1507
1323	0	1565
1320	5	1604
679	2	1513
538	5	1605
640	5	1605
613	2	1528
523	2	1543
139	4	1557
1064	1	1504
1153	7	1548
1414	6	1508
1412	5	1605
1461	7	1549
1319	1	1504
277	1	1500
1326	5	1605
1214	3	1551
248	4	1561
568	4	1561
396	2	1540
547	6	1511
71	4	1557
1082	4	1558
935	3	1551
1334	4	1557
1286	0	1582
139	1	1504
84	2	1517
715	2	1537
1261	0	1565
537	6	1508
987	5	1605
370	5	1603
749	0	1582
1134	2	1525
548	1	1504
211	6	1509
1305	7	1547
671	1	1500
340	6	1509
725	7	1548
712	6	1508
103	3	1551
48	1	1504
633	5	1603
887	1	1503
641	6	1507
872	0	1582
865	7	1548
1085	1	1504
1154	2	1537
515	7	1548
1352	1	1502
887	0	1565
494	1	1500
920	1	1502
22	4	1557
497	6	1507
1346	4	1560
